"fname"	"Peaklist"	"Region"	"X"	"Y"	"Acquisition"
"0_R00X059Y202.txt"	"R00X059Y202"	0	59	202	12859
"0_R00X059Y203.txt"	"R00X059Y203"	0	59	203	12925
"0_R00X059Y204.txt"	"R00X059Y204"	0	59	204	12991
"0_R00X059Y205.txt"	"R00X059Y205"	0	59	205	13057
"0_R00X059Y206.txt"	"R00X059Y206"	0	59	206	13121
"0_R00X059Y207.txt"	"R00X059Y207"	0	59	207	13184
"0_R00X059Y208.txt"	"R00X059Y208"	0	59	208	13245
"0_R00X059Y209.txt"	"R00X059Y209"	0	59	209	13305
"0_R00X059Y210.txt"	"R00X059Y210"	0	59	210	13363
"0_R00X059Y211.txt"	"R00X059Y211"	0	59	211	13419
"0_R00X059Y212.txt"	"R00X059Y212"	0	59	212	13473
"0_R00X060Y170.txt"	"R00X060Y170"	0	60	170	10680
"0_R00X060Y171.txt"	"R00X060Y171"	0	60	171	10750
"0_R00X060Y172.txt"	"R00X060Y172"	0	60	172	10820
"0_R00X060Y173.txt"	"R00X060Y173"	0	60	173	10890
"0_R00X060Y174.txt"	"R00X060Y174"	0	60	174	10961
"0_R00X060Y175.txt"	"R00X060Y175"	0	60	175	11032
"0_R00X060Y194.txt"	"R00X060Y194"	0	60	194	12321
"0_R00X060Y195.txt"	"R00X060Y195"	0	60	195	12390
"0_R00X060Y196.txt"	"R00X060Y196"	0	60	196	12458
"0_R00X060Y197.txt"	"R00X060Y197"	0	60	197	12526
"0_R00X060Y198.txt"	"R00X060Y198"	0	60	198	12593
"0_R00X060Y199.txt"	"R00X060Y199"	0	60	199	12660
"0_R00X060Y200.txt"	"R00X060Y200"	0	60	200	12727
"0_R00X060Y201.txt"	"R00X060Y201"	0	60	201	12793
"0_R00X060Y202.txt"	"R00X060Y202"	0	60	202	12860
"0_R00X060Y203.txt"	"R00X060Y203"	0	60	203	12926
"0_R00X060Y204.txt"	"R00X060Y204"	0	60	204	12992
"0_R00X060Y205.txt"	"R00X060Y205"	0	60	205	13058
"0_R00X060Y206.txt"	"R00X060Y206"	0	60	206	13122
"0_R00X060Y207.txt"	"R00X060Y207"	0	60	207	13185
"0_R00X060Y208.txt"	"R00X060Y208"	0	60	208	13246
"0_R00X060Y209.txt"	"R00X060Y209"	0	60	209	13306
"0_R00X060Y210.txt"	"R00X060Y210"	0	60	210	13364
"0_R00X060Y211.txt"	"R00X060Y211"	0	60	211	13420
"0_R00X060Y212.txt"	"R00X060Y212"	0	60	212	13474
"0_R00X060Y213.txt"	"R00X060Y213"	0	60	213	13526
"0_R00X061Y166.txt"	"R00X061Y166"	0	61	166	10404
"0_R00X061Y167.txt"	"R00X061Y167"	0	61	167	10473
"0_R00X061Y168.txt"	"R00X061Y168"	0	61	168	10542
"0_R00X061Y169.txt"	"R00X061Y169"	0	61	169	10611
"0_R00X061Y170.txt"	"R00X061Y170"	0	61	170	10681
"0_R00X061Y171.txt"	"R00X061Y171"	0	61	171	10751
"0_R00X061Y172.txt"	"R00X061Y172"	0	61	172	10821
"0_R00X061Y173.txt"	"R00X061Y173"	0	61	173	10891
"0_R00X061Y174.txt"	"R00X061Y174"	0	61	174	10962
"0_R00X061Y175.txt"	"R00X061Y175"	0	61	175	11033
"0_R00X061Y176.txt"	"R00X061Y176"	0	61	176	11103
"0_R00X061Y192.txt"	"R00X061Y192"	0	61	192	12185
"0_R00X061Y193.txt"	"R00X061Y193"	0	61	193	12253
"0_R00X061Y194.txt"	"R00X061Y194"	0	61	194	12322
"0_R00X061Y195.txt"	"R00X061Y195"	0	61	195	12391
"0_R00X061Y196.txt"	"R00X061Y196"	0	61	196	12459
"0_R00X061Y197.txt"	"R00X061Y197"	0	61	197	12527
"0_R00X061Y198.txt"	"R00X061Y198"	0	61	198	12594
"0_R00X061Y199.txt"	"R00X061Y199"	0	61	199	12661
"0_R00X061Y200.txt"	"R00X061Y200"	0	61	200	12728
"0_R00X061Y201.txt"	"R00X061Y201"	0	61	201	12794
"0_R00X061Y202.txt"	"R00X061Y202"	0	61	202	12861
"0_R00X061Y203.txt"	"R00X061Y203"	0	61	203	12927
"0_R00X061Y204.txt"	"R00X061Y204"	0	61	204	12993
"0_R00X061Y205.txt"	"R00X061Y205"	0	61	205	13059
"0_R00X061Y206.txt"	"R00X061Y206"	0	61	206	13123
"0_R00X061Y207.txt"	"R00X061Y207"	0	61	207	13186
"0_R00X061Y208.txt"	"R00X061Y208"	0	61	208	13247
"0_R00X061Y209.txt"	"R00X061Y209"	0	61	209	13307
"0_R00X061Y210.txt"	"R00X061Y210"	0	61	210	13365
"0_R00X061Y211.txt"	"R00X061Y211"	0	61	211	13421
"0_R00X061Y212.txt"	"R00X061Y212"	0	61	212	13475
"0_R00X061Y213.txt"	"R00X061Y213"	0	61	213	13527
"0_R00X061Y214.txt"	"R00X061Y214"	0	61	214	13577
"0_R00X062Y163.txt"	"R00X062Y163"	0	62	163	10222
"0_R00X062Y164.txt"	"R00X062Y164"	0	62	164	10281
"0_R00X062Y165.txt"	"R00X062Y165"	0	62	165	10340
"0_R00X062Y166.txt"	"R00X062Y166"	0	62	166	10405
"0_R00X062Y167.txt"	"R00X062Y167"	0	62	167	10474
"0_R00X062Y168.txt"	"R00X062Y168"	0	62	168	10543
"0_R00X062Y169.txt"	"R00X062Y169"	0	62	169	10612
"0_R00X062Y170.txt"	"R00X062Y170"	0	62	170	10682
"0_R00X062Y171.txt"	"R00X062Y171"	0	62	171	10752
"0_R00X062Y172.txt"	"R00X062Y172"	0	62	172	10822
"0_R00X062Y173.txt"	"R00X062Y173"	0	62	173	10892
"0_R00X062Y174.txt"	"R00X062Y174"	0	62	174	10963
"0_R00X062Y175.txt"	"R00X062Y175"	0	62	175	11034
"0_R00X062Y176.txt"	"R00X062Y176"	0	62	176	11104
"0_R00X062Y177.txt"	"R00X062Y177"	0	62	177	11173
"0_R00X062Y190.txt"	"R00X062Y190"	0	62	190	12049
"0_R00X062Y191.txt"	"R00X062Y191"	0	62	191	12117
"0_R00X062Y192.txt"	"R00X062Y192"	0	62	192	12186
"0_R00X062Y193.txt"	"R00X062Y193"	0	62	193	12254
"0_R00X062Y194.txt"	"R00X062Y194"	0	62	194	12323
"0_R00X062Y195.txt"	"R00X062Y195"	0	62	195	12392
"0_R00X062Y196.txt"	"R00X062Y196"	0	62	196	12460
"0_R00X062Y197.txt"	"R00X062Y197"	0	62	197	12528
"0_R00X062Y198.txt"	"R00X062Y198"	0	62	198	12595
"0_R00X062Y199.txt"	"R00X062Y199"	0	62	199	12662
"0_R00X062Y200.txt"	"R00X062Y200"	0	62	200	12729
"0_R00X062Y201.txt"	"R00X062Y201"	0	62	201	12795
"0_R00X062Y202.txt"	"R00X062Y202"	0	62	202	12862
"0_R00X062Y203.txt"	"R00X062Y203"	0	62	203	12928
"0_R00X062Y204.txt"	"R00X062Y204"	0	62	204	12994
"0_R00X062Y205.txt"	"R00X062Y205"	0	62	205	13060
"0_R00X062Y206.txt"	"R00X062Y206"	0	62	206	13124
"0_R00X062Y207.txt"	"R00X062Y207"	0	62	207	13187
"0_R00X062Y208.txt"	"R00X062Y208"	0	62	208	13248
"0_R00X062Y209.txt"	"R00X062Y209"	0	62	209	13308
"0_R00X062Y210.txt"	"R00X062Y210"	0	62	210	13366
"0_R00X062Y211.txt"	"R00X062Y211"	0	62	211	13422
"0_R00X062Y212.txt"	"R00X062Y212"	0	62	212	13476
"0_R00X062Y213.txt"	"R00X062Y213"	0	62	213	13528
"0_R00X062Y214.txt"	"R00X062Y214"	0	62	214	13578
"0_R00X062Y215.txt"	"R00X062Y215"	0	62	215	13625
"0_R00X062Y216.txt"	"R00X062Y216"	0	62	216	13670
"0_R00X063Y163.txt"	"R00X063Y163"	0	63	163	10223
"0_R00X063Y164.txt"	"R00X063Y164"	0	63	164	10282
"0_R00X063Y165.txt"	"R00X063Y165"	0	63	165	10341
"0_R00X063Y166.txt"	"R00X063Y166"	0	63	166	10406
"0_R00X063Y167.txt"	"R00X063Y167"	0	63	167	10475
"0_R00X063Y168.txt"	"R00X063Y168"	0	63	168	10544
"0_R00X063Y169.txt"	"R00X063Y169"	0	63	169	10613
"0_R00X063Y170.txt"	"R00X063Y170"	0	63	170	10683
"0_R00X063Y171.txt"	"R00X063Y171"	0	63	171	10753
"0_R00X063Y172.txt"	"R00X063Y172"	0	63	172	10823
"0_R00X063Y173.txt"	"R00X063Y173"	0	63	173	10893
"0_R00X063Y174.txt"	"R00X063Y174"	0	63	174	10964
"0_R00X063Y175.txt"	"R00X063Y175"	0	63	175	11035
"0_R00X063Y176.txt"	"R00X063Y176"	0	63	176	11105
"0_R00X063Y177.txt"	"R00X063Y177"	0	63	177	11174
"0_R00X063Y178.txt"	"R00X063Y178"	0	63	178	11242
"0_R00X063Y187.txt"	"R00X063Y187"	0	63	187	11845
"0_R00X063Y188.txt"	"R00X063Y188"	0	63	188	11913
"0_R00X063Y189.txt"	"R00X063Y189"	0	63	189	11981
"0_R00X063Y190.txt"	"R00X063Y190"	0	63	190	12050
"0_R00X063Y191.txt"	"R00X063Y191"	0	63	191	12118
"0_R00X063Y192.txt"	"R00X063Y192"	0	63	192	12187
"0_R00X063Y193.txt"	"R00X063Y193"	0	63	193	12255
"0_R00X063Y194.txt"	"R00X063Y194"	0	63	194	12324
"0_R00X063Y195.txt"	"R00X063Y195"	0	63	195	12393
"0_R00X063Y196.txt"	"R00X063Y196"	0	63	196	12461
"0_R00X063Y197.txt"	"R00X063Y197"	0	63	197	12529
"0_R00X063Y198.txt"	"R00X063Y198"	0	63	198	12596
"0_R00X063Y199.txt"	"R00X063Y199"	0	63	199	12663
"0_R00X063Y200.txt"	"R00X063Y200"	0	63	200	12730
"0_R00X063Y201.txt"	"R00X063Y201"	0	63	201	12796
"0_R00X063Y202.txt"	"R00X063Y202"	0	63	202	12863
"0_R00X063Y203.txt"	"R00X063Y203"	0	63	203	12929
"0_R00X063Y204.txt"	"R00X063Y204"	0	63	204	12995
"0_R00X063Y205.txt"	"R00X063Y205"	0	63	205	13061
"0_R00X063Y206.txt"	"R00X063Y206"	0	63	206	13125
"0_R00X063Y207.txt"	"R00X063Y207"	0	63	207	13188
"0_R00X063Y208.txt"	"R00X063Y208"	0	63	208	13249
"0_R00X063Y209.txt"	"R00X063Y209"	0	63	209	13309
"0_R00X063Y210.txt"	"R00X063Y210"	0	63	210	13367
"0_R00X063Y211.txt"	"R00X063Y211"	0	63	211	13423
"0_R00X063Y212.txt"	"R00X063Y212"	0	63	212	13477
"0_R00X063Y213.txt"	"R00X063Y213"	0	63	213	13529
"0_R00X063Y214.txt"	"R00X063Y214"	0	63	214	13579
"0_R00X063Y215.txt"	"R00X063Y215"	0	63	215	13626
"0_R00X063Y216.txt"	"R00X063Y216"	0	63	216	13671
"0_R00X063Y217.txt"	"R00X063Y217"	0	63	217	13714
"0_R00X064Y162.txt"	"R00X064Y162"	0	64	162	10166
"0_R00X064Y163.txt"	"R00X064Y163"	0	64	163	10224
"0_R00X064Y164.txt"	"R00X064Y164"	0	64	164	10283
"0_R00X064Y165.txt"	"R00X064Y165"	0	64	165	10342
"0_R00X064Y166.txt"	"R00X064Y166"	0	64	166	10407
"0_R00X064Y167.txt"	"R00X064Y167"	0	64	167	10476
"0_R00X064Y168.txt"	"R00X064Y168"	0	64	168	10545
"0_R00X064Y169.txt"	"R00X064Y169"	0	64	169	10614
"0_R00X064Y170.txt"	"R00X064Y170"	0	64	170	10684
"0_R00X064Y171.txt"	"R00X064Y171"	0	64	171	10754
"0_R00X064Y172.txt"	"R00X064Y172"	0	64	172	10824
"0_R00X064Y173.txt"	"R00X064Y173"	0	64	173	10894
"0_R00X064Y174.txt"	"R00X064Y174"	0	64	174	10965
"0_R00X064Y175.txt"	"R00X064Y175"	0	64	175	11036
"0_R00X064Y176.txt"	"R00X064Y176"	0	64	176	11106
"0_R00X064Y177.txt"	"R00X064Y177"	0	64	177	11175
"0_R00X064Y178.txt"	"R00X064Y178"	0	64	178	11243
"0_R00X064Y179.txt"	"R00X064Y179"	0	64	179	11310
"0_R00X064Y185.txt"	"R00X064Y185"	0	64	185	11709
"0_R00X064Y186.txt"	"R00X064Y186"	0	64	186	11777
"0_R00X064Y187.txt"	"R00X064Y187"	0	64	187	11846
"0_R00X064Y188.txt"	"R00X064Y188"	0	64	188	11914
"0_R00X064Y189.txt"	"R00X064Y189"	0	64	189	11982
"0_R00X064Y190.txt"	"R00X064Y190"	0	64	190	12051
"0_R00X064Y191.txt"	"R00X064Y191"	0	64	191	12119
"0_R00X064Y192.txt"	"R00X064Y192"	0	64	192	12188
"0_R00X064Y193.txt"	"R00X064Y193"	0	64	193	12256
"0_R00X064Y194.txt"	"R00X064Y194"	0	64	194	12325
"0_R00X064Y195.txt"	"R00X064Y195"	0	64	195	12394
"0_R00X064Y196.txt"	"R00X064Y196"	0	64	196	12462
"0_R00X064Y197.txt"	"R00X064Y197"	0	64	197	12530
"0_R00X064Y198.txt"	"R00X064Y198"	0	64	198	12597
"0_R00X064Y199.txt"	"R00X064Y199"	0	64	199	12664
"0_R00X064Y200.txt"	"R00X064Y200"	0	64	200	12731
"0_R00X064Y201.txt"	"R00X064Y201"	0	64	201	12797
"0_R00X064Y202.txt"	"R00X064Y202"	0	64	202	12864
"0_R00X064Y203.txt"	"R00X064Y203"	0	64	203	12930
"0_R00X064Y204.txt"	"R00X064Y204"	0	64	204	12996
"0_R00X064Y205.txt"	"R00X064Y205"	0	64	205	13062
"0_R00X064Y206.txt"	"R00X064Y206"	0	64	206	13126
"0_R00X064Y207.txt"	"R00X064Y207"	0	64	207	13189
"0_R00X064Y208.txt"	"R00X064Y208"	0	64	208	13250
"0_R00X064Y209.txt"	"R00X064Y209"	0	64	209	13310
"0_R00X064Y210.txt"	"R00X064Y210"	0	64	210	13368
"0_R00X064Y211.txt"	"R00X064Y211"	0	64	211	13424
"0_R00X064Y212.txt"	"R00X064Y212"	0	64	212	13478
"0_R00X064Y213.txt"	"R00X064Y213"	0	64	213	13530
"0_R00X064Y214.txt"	"R00X064Y214"	0	64	214	13580
"0_R00X064Y215.txt"	"R00X064Y215"	0	64	215	13627
"0_R00X064Y216.txt"	"R00X064Y216"	0	64	216	13672
"0_R00X064Y217.txt"	"R00X064Y217"	0	64	217	13715
"0_R00X064Y218.txt"	"R00X064Y218"	0	64	218	13755
"0_R00X065Y161.txt"	"R00X065Y161"	0	65	161	10111
"0_R00X065Y162.txt"	"R00X065Y162"	0	65	162	10167
"0_R00X065Y163.txt"	"R00X065Y163"	0	65	163	10225
"0_R00X065Y164.txt"	"R00X065Y164"	0	65	164	10284
"0_R00X065Y165.txt"	"R00X065Y165"	0	65	165	10343
"0_R00X065Y166.txt"	"R00X065Y166"	0	65	166	10408
"0_R00X065Y167.txt"	"R00X065Y167"	0	65	167	10477
"0_R00X065Y168.txt"	"R00X065Y168"	0	65	168	10546
"0_R00X065Y169.txt"	"R00X065Y169"	0	65	169	10615
"0_R00X065Y170.txt"	"R00X065Y170"	0	65	170	10685
"0_R00X065Y171.txt"	"R00X065Y171"	0	65	171	10755
"0_R00X065Y172.txt"	"R00X065Y172"	0	65	172	10825
"0_R00X065Y173.txt"	"R00X065Y173"	0	65	173	10895
"0_R00X065Y174.txt"	"R00X065Y174"	0	65	174	10966
"0_R00X065Y175.txt"	"R00X065Y175"	0	65	175	11037
"0_R00X065Y176.txt"	"R00X065Y176"	0	65	176	11107
"0_R00X065Y177.txt"	"R00X065Y177"	0	65	177	11176
"0_R00X065Y178.txt"	"R00X065Y178"	0	65	178	11244
"0_R00X065Y179.txt"	"R00X065Y179"	0	65	179	11311
"0_R00X065Y180.txt"	"R00X065Y180"	0	65	180	11377
"0_R00X065Y183.txt"	"R00X065Y183"	0	65	183	11575
"0_R00X065Y184.txt"	"R00X065Y184"	0	65	184	11642
"0_R00X065Y185.txt"	"R00X065Y185"	0	65	185	11710
"0_R00X065Y186.txt"	"R00X065Y186"	0	65	186	11778
"0_R00X065Y187.txt"	"R00X065Y187"	0	65	187	11847
"0_R00X065Y188.txt"	"R00X065Y188"	0	65	188	11915
"0_R00X065Y189.txt"	"R00X065Y189"	0	65	189	11983
"0_R00X065Y190.txt"	"R00X065Y190"	0	65	190	12052
"0_R00X065Y191.txt"	"R00X065Y191"	0	65	191	12120
"0_R00X065Y192.txt"	"R00X065Y192"	0	65	192	12189
"0_R00X065Y193.txt"	"R00X065Y193"	0	65	193	12257
"0_R00X065Y194.txt"	"R00X065Y194"	0	65	194	12326
"0_R00X065Y195.txt"	"R00X065Y195"	0	65	195	12395
"0_R00X065Y196.txt"	"R00X065Y196"	0	65	196	12463
"0_R00X065Y197.txt"	"R00X065Y197"	0	65	197	12531
"0_R00X065Y198.txt"	"R00X065Y198"	0	65	198	12598
"0_R00X065Y199.txt"	"R00X065Y199"	0	65	199	12665
"0_R00X065Y200.txt"	"R00X065Y200"	0	65	200	12732
"0_R00X065Y201.txt"	"R00X065Y201"	0	65	201	12798
"0_R00X065Y202.txt"	"R00X065Y202"	0	65	202	12865
"0_R00X065Y203.txt"	"R00X065Y203"	0	65	203	12931
"0_R00X065Y204.txt"	"R00X065Y204"	0	65	204	12997
"0_R00X065Y205.txt"	"R00X065Y205"	0	65	205	13063
"0_R00X065Y206.txt"	"R00X065Y206"	0	65	206	13127
"0_R00X065Y207.txt"	"R00X065Y207"	0	65	207	13190
"0_R00X065Y208.txt"	"R00X065Y208"	0	65	208	13251
"0_R00X065Y209.txt"	"R00X065Y209"	0	65	209	13311
"0_R00X065Y210.txt"	"R00X065Y210"	0	65	210	13369
"0_R00X065Y211.txt"	"R00X065Y211"	0	65	211	13425
"0_R00X065Y212.txt"	"R00X065Y212"	0	65	212	13479
"0_R00X065Y213.txt"	"R00X065Y213"	0	65	213	13531
"0_R00X065Y214.txt"	"R00X065Y214"	0	65	214	13581
"0_R00X065Y215.txt"	"R00X065Y215"	0	65	215	13628
"0_R00X065Y216.txt"	"R00X065Y216"	0	65	216	13673
"0_R00X065Y217.txt"	"R00X065Y217"	0	65	217	13716
"0_R00X065Y218.txt"	"R00X065Y218"	0	65	218	13756
"0_R00X065Y219.txt"	"R00X065Y219"	0	65	219	13794
"0_R00X066Y160.txt"	"R00X066Y160"	0	66	160	10057
"0_R00X066Y161.txt"	"R00X066Y161"	0	66	161	10112
"0_R00X066Y162.txt"	"R00X066Y162"	0	66	162	10168
"0_R00X066Y163.txt"	"R00X066Y163"	0	66	163	10226
"0_R00X066Y164.txt"	"R00X066Y164"	0	66	164	10285
"0_R00X066Y165.txt"	"R00X066Y165"	0	66	165	10344
"0_R00X066Y166.txt"	"R00X066Y166"	0	66	166	10409
"0_R00X066Y167.txt"	"R00X066Y167"	0	66	167	10478
"0_R00X066Y168.txt"	"R00X066Y168"	0	66	168	10547
"0_R00X066Y169.txt"	"R00X066Y169"	0	66	169	10616
"0_R00X066Y170.txt"	"R00X066Y170"	0	66	170	10686
"0_R00X066Y171.txt"	"R00X066Y171"	0	66	171	10756
"0_R00X066Y172.txt"	"R00X066Y172"	0	66	172	10826
"0_R00X066Y173.txt"	"R00X066Y173"	0	66	173	10896
"0_R00X066Y174.txt"	"R00X066Y174"	0	66	174	10967
"0_R00X066Y175.txt"	"R00X066Y175"	0	66	175	11038
"0_R00X066Y176.txt"	"R00X066Y176"	0	66	176	11108
"0_R00X066Y177.txt"	"R00X066Y177"	0	66	177	11177
"0_R00X066Y178.txt"	"R00X066Y178"	0	66	178	11245
"0_R00X066Y179.txt"	"R00X066Y179"	0	66	179	11312
"0_R00X066Y180.txt"	"R00X066Y180"	0	66	180	11378
"0_R00X066Y181.txt"	"R00X066Y181"	0	66	181	11443
"0_R00X066Y182.txt"	"R00X066Y182"	0	66	182	11509
"0_R00X066Y183.txt"	"R00X066Y183"	0	66	183	11576
"0_R00X066Y184.txt"	"R00X066Y184"	0	66	184	11643
"0_R00X066Y185.txt"	"R00X066Y185"	0	66	185	11711
"0_R00X066Y186.txt"	"R00X066Y186"	0	66	186	11779
"0_R00X066Y187.txt"	"R00X066Y187"	0	66	187	11848
"0_R00X066Y188.txt"	"R00X066Y188"	0	66	188	11916
"0_R00X066Y189.txt"	"R00X066Y189"	0	66	189	11984
"0_R00X066Y190.txt"	"R00X066Y190"	0	66	190	12053
"0_R00X066Y191.txt"	"R00X066Y191"	0	66	191	12121
"0_R00X066Y192.txt"	"R00X066Y192"	0	66	192	12190
"0_R00X066Y193.txt"	"R00X066Y193"	0	66	193	12258
"0_R00X066Y194.txt"	"R00X066Y194"	0	66	194	12327
"0_R00X066Y195.txt"	"R00X066Y195"	0	66	195	12396
"0_R00X066Y196.txt"	"R00X066Y196"	0	66	196	12464
"0_R00X066Y197.txt"	"R00X066Y197"	0	66	197	12532
"0_R00X066Y198.txt"	"R00X066Y198"	0	66	198	12599
"0_R00X066Y199.txt"	"R00X066Y199"	0	66	199	12666
"0_R00X066Y200.txt"	"R00X066Y200"	0	66	200	12733
"0_R00X066Y201.txt"	"R00X066Y201"	0	66	201	12799
"0_R00X066Y202.txt"	"R00X066Y202"	0	66	202	12866
"0_R00X066Y203.txt"	"R00X066Y203"	0	66	203	12932
"0_R00X066Y204.txt"	"R00X066Y204"	0	66	204	12998
"0_R00X066Y205.txt"	"R00X066Y205"	0	66	205	13064
"0_R00X066Y206.txt"	"R00X066Y206"	0	66	206	13128
"0_R00X066Y207.txt"	"R00X066Y207"	0	66	207	13191
"0_R00X066Y208.txt"	"R00X066Y208"	0	66	208	13252
"0_R00X066Y209.txt"	"R00X066Y209"	0	66	209	13312
"0_R00X066Y210.txt"	"R00X066Y210"	0	66	210	13370
"0_R00X066Y211.txt"	"R00X066Y211"	0	66	211	13426
"0_R00X066Y212.txt"	"R00X066Y212"	0	66	212	13480
"0_R00X066Y213.txt"	"R00X066Y213"	0	66	213	13532
"0_R00X066Y214.txt"	"R00X066Y214"	0	66	214	13582
"0_R00X066Y215.txt"	"R00X066Y215"	0	66	215	13629
"0_R00X066Y216.txt"	"R00X066Y216"	0	66	216	13674
"0_R00X066Y217.txt"	"R00X066Y217"	0	66	217	13717
"0_R00X066Y218.txt"	"R00X066Y218"	0	66	218	13757
"0_R00X066Y219.txt"	"R00X066Y219"	0	66	219	13795
"0_R00X066Y220.txt"	"R00X066Y220"	0	66	220	13829
"0_R00X067Y159.txt"	"R00X067Y159"	0	67	159	10004
"0_R00X067Y160.txt"	"R00X067Y160"	0	67	160	10058
"0_R00X067Y161.txt"	"R00X067Y161"	0	67	161	10113
"0_R00X067Y162.txt"	"R00X067Y162"	0	67	162	10169
"0_R00X067Y163.txt"	"R00X067Y163"	0	67	163	10227
"0_R00X067Y164.txt"	"R00X067Y164"	0	67	164	10286
"0_R00X067Y165.txt"	"R00X067Y165"	0	67	165	10345
"0_R00X067Y166.txt"	"R00X067Y166"	0	67	166	10410
"0_R00X067Y167.txt"	"R00X067Y167"	0	67	167	10479
"0_R00X067Y168.txt"	"R00X067Y168"	0	67	168	10548
"0_R00X067Y169.txt"	"R00X067Y169"	0	67	169	10617
"0_R00X067Y170.txt"	"R00X067Y170"	0	67	170	10687
"0_R00X067Y171.txt"	"R00X067Y171"	0	67	171	10757
"0_R00X067Y172.txt"	"R00X067Y172"	0	67	172	10827
"0_R00X067Y173.txt"	"R00X067Y173"	0	67	173	10897
"0_R00X067Y174.txt"	"R00X067Y174"	0	67	174	10968
"0_R00X067Y175.txt"	"R00X067Y175"	0	67	175	11039
"0_R00X067Y176.txt"	"R00X067Y176"	0	67	176	11109
"0_R00X067Y177.txt"	"R00X067Y177"	0	67	177	11178
"0_R00X067Y178.txt"	"R00X067Y178"	0	67	178	11246
"0_R00X067Y179.txt"	"R00X067Y179"	0	67	179	11313
"0_R00X067Y180.txt"	"R00X067Y180"	0	67	180	11379
"0_R00X067Y181.txt"	"R00X067Y181"	0	67	181	11444
"0_R00X067Y182.txt"	"R00X067Y182"	0	67	182	11510
"0_R00X067Y183.txt"	"R00X067Y183"	0	67	183	11577
"0_R00X067Y184.txt"	"R00X067Y184"	0	67	184	11644
"0_R00X067Y185.txt"	"R00X067Y185"	0	67	185	11712
"0_R00X067Y186.txt"	"R00X067Y186"	0	67	186	11780
"0_R00X067Y187.txt"	"R00X067Y187"	0	67	187	11849
"0_R00X067Y188.txt"	"R00X067Y188"	0	67	188	11917
"0_R00X067Y189.txt"	"R00X067Y189"	0	67	189	11985
"0_R00X067Y190.txt"	"R00X067Y190"	0	67	190	12054
"0_R00X067Y191.txt"	"R00X067Y191"	0	67	191	12122
"0_R00X067Y192.txt"	"R00X067Y192"	0	67	192	12191
"0_R00X067Y193.txt"	"R00X067Y193"	0	67	193	12259
"0_R00X067Y194.txt"	"R00X067Y194"	0	67	194	12328
"0_R00X067Y195.txt"	"R00X067Y195"	0	67	195	12397
"0_R00X067Y196.txt"	"R00X067Y196"	0	67	196	12465
"0_R00X067Y197.txt"	"R00X067Y197"	0	67	197	12533
"0_R00X067Y198.txt"	"R00X067Y198"	0	67	198	12600
"0_R00X067Y199.txt"	"R00X067Y199"	0	67	199	12667
"0_R00X067Y200.txt"	"R00X067Y200"	0	67	200	12734
"0_R00X067Y201.txt"	"R00X067Y201"	0	67	201	12800
"0_R00X067Y202.txt"	"R00X067Y202"	0	67	202	12867
"0_R00X067Y203.txt"	"R00X067Y203"	0	67	203	12933
"0_R00X067Y204.txt"	"R00X067Y204"	0	67	204	12999
"0_R00X067Y205.txt"	"R00X067Y205"	0	67	205	13065
"0_R00X067Y206.txt"	"R00X067Y206"	0	67	206	13129
"0_R00X067Y207.txt"	"R00X067Y207"	0	67	207	13192
"0_R00X067Y208.txt"	"R00X067Y208"	0	67	208	13253
"0_R00X067Y209.txt"	"R00X067Y209"	0	67	209	13313
"0_R00X067Y210.txt"	"R00X067Y210"	0	67	210	13371
"0_R00X067Y211.txt"	"R00X067Y211"	0	67	211	13427
"0_R00X067Y212.txt"	"R00X067Y212"	0	67	212	13481
"0_R00X067Y213.txt"	"R00X067Y213"	0	67	213	13533
"0_R00X067Y214.txt"	"R00X067Y214"	0	67	214	13583
"0_R00X067Y215.txt"	"R00X067Y215"	0	67	215	13630
"0_R00X067Y216.txt"	"R00X067Y216"	0	67	216	13675
"0_R00X067Y217.txt"	"R00X067Y217"	0	67	217	13718
"0_R00X067Y218.txt"	"R00X067Y218"	0	67	218	13758
"0_R00X067Y219.txt"	"R00X067Y219"	0	67	219	13796
"0_R00X067Y220.txt"	"R00X067Y220"	0	67	220	13830
"0_R00X067Y221.txt"	"R00X067Y221"	0	67	221	13859
"0_R00X068Y158.txt"	"R00X068Y158"	0	68	158	9953
"0_R00X068Y159.txt"	"R00X068Y159"	0	68	159	10005
"0_R00X068Y160.txt"	"R00X068Y160"	0	68	160	10059
"0_R00X068Y161.txt"	"R00X068Y161"	0	68	161	10114
"0_R00X068Y162.txt"	"R00X068Y162"	0	68	162	10170
"0_R00X068Y163.txt"	"R00X068Y163"	0	68	163	10228
"0_R00X068Y164.txt"	"R00X068Y164"	0	68	164	10287
"0_R00X068Y165.txt"	"R00X068Y165"	0	68	165	10346
"0_R00X068Y166.txt"	"R00X068Y166"	0	68	166	10411
"0_R00X068Y167.txt"	"R00X068Y167"	0	68	167	10480
"0_R00X068Y168.txt"	"R00X068Y168"	0	68	168	10549
"0_R00X068Y169.txt"	"R00X068Y169"	0	68	169	10618
"0_R00X068Y170.txt"	"R00X068Y170"	0	68	170	10688
"0_R00X068Y171.txt"	"R00X068Y171"	0	68	171	10758
"0_R00X068Y172.txt"	"R00X068Y172"	0	68	172	10828
"0_R00X068Y173.txt"	"R00X068Y173"	0	68	173	10898
"0_R00X068Y174.txt"	"R00X068Y174"	0	68	174	10969
